""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"MAINCOLOR"
"16868"	"OxA-12335"	"Hallan Cemi"	38.23	41.25	11470	"Higham 2007"	"#FF0C00"
"16852"	"Beta-66854"	"Hallan Cemi"	38.23	41.25	11460	"Rosenberg et al. 1995, Thissen 2002a"	"#FF0C00"
"16859"	"OxA-12298"	"Hallan Cemi"	38.23	41.25	11460	"Higham 2007"	"#FF0C00"
"6396"	"K-4323"	"Stellmoor"	53.6	10.2166	11450	"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125, Brandlund"	"#FF0C00"
"15492"	"Ly-2597"	"Jerf el Ahmar"	36.38	38.2	11450	"Marion"	"#FF0C00"
"15530"	"P-1222"	"Mureybet"	36.07	38.1	11450	"--"	"#FF0C00"
"16863"	"OxA-12330"	"Hallan Cemi"	38.23	41.25	11450	"Higham 2007"	"#FF0C00"
"16873"	"OxA-12340"	"Hallan Cemi"	38.23	41.25	11450	"Higham 2007"	"#FF0C00"
"17018"	"ETH-38848"	"Körtik Tepe"	37.8144	40.9838	11450	"Benz 2012"	"#FF0C00"
"10040"	"Beta-253738"	"Wadi Faynan 16"	30.62	35.5	11440	"Mithen 2011"	"#FF0C00"
"15481"	"Ly-10651"	"Jerf el Ahmar"	36.38	38.2	11440	"--"	"#FF0C00"
"16864"	"OxA-12331"	"Hallan Cemi"	38.23	41.25	11440	"Higham 2007"	"#FF0D00"
"16867"	"OxA-12334"	"Hallan Cemi"	38.23	41.25	11440	"Higham 2007"	"#FF0D00"
"17026"	"ETH-39509"	"Körtik Tepe"	37.8144	40.9838	11440	"Benz 2012"	"#FF0D00"
"9963"	"AA-38145"	"Iraq ed-Dubb"	32.3908	35.7158	11430	"Kuijt 2002-2004:295"	"#FF0D00"
"16861"	"OxA-12328"	"Hallan Cemi"	38.23	41.25	11430	"Higham 2007"	"#FF0D00"
"16870"	"OxA-12337"	"Hallan Cemi"	38.23	41.25	11430	"Higham 2007"	"#FF0D00"
"16871"	"OxA-12338"	"Hallan Cemi"	38.23	41.25	11430	"Higham 2007"	"#FF0D00"
"17022"	"ETH-38852"	"Körtik Tepe"	37.8144	40.9838	11430	"Benz 2012"	"#FF0D00"
"23"	"Ly-3894"	"Margineda"	42.46	1.49	11420	"van Willigen 2006"	"#FF0D00"
"3062"	"Pta-4552"	"Abu Madi I"	28.55	33.99	11420	"Goring-Morris 1991, 212"	"#FF0D00"
"6397"	"K-4324"	"Stellmoor"	53.6	10.2166	11420	"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125, Brandlund"	"#FF0D00"
"7857"	"OxA-3748"	"M'lefaat"	36.3	43.53	11420	"Kozłowski 1994a, 263"	"#FF0D00"
"10043"	"Beta-271681"	"Wadi Faynan 16"	30.62	35.5	11420	"Mithen 2011"	"#FF0D00"
"12873"	"Ly-3884"	"Balma Margineda"	42.2907	1.264	11420	"Kiel DB 4155"	"#FF0D00"
"17029"	"ETH-39512"	"Körtik Tepe"	37.8144	40.9838	11420	"Benz 2012"	"#FF0D00"
"8827"	"Pta-4588"	"Gilgal"	32	35.43	11410	"--"	"#FF0D00"
"16872"	"OxA-12339"	"Hallan Cemi"	38.23	41.25	11410	"Higham 2007"	"#FF0D00"
"10035"	"Beta-192531"	"Wadi Faynan 16"	30.62	35.5	11400	"Mithen, Finlayson 2007:461"	"#FF0D00"
"12850"	"Mc-1478"	"Balma del Gai"	41.81	2.1	11400	"van Willigen 2006"	"#FF0D00"
"16857"	"Beta-67463"	"Hallan Cemi"	38.23	41.25	11400	"Rosenberg et al. 1995, Thissen 2002a"	"#FF0D00"
"7922"	"Gd-6128"	"Nemrik 9"	36.72	42.88	11390	"Kozłowski 1994a, 261"	"#FF0D00"
"16854"	"Beta-66856"	"Hallan Cemi"	38.23	41.25	11390	"Rosenberg et al. 1995, Thissen 2002a"	"#FF0D00"
"3065"	"Pta-4577"	"Abu Madi I"	28.55	33.99	11380	"Goring-Morris 1991, 212"	"#FF0D00"
"15491"	"Ly-2337"	"Jerf el Ahmar"	36.38	38.2	11380	"Marion"	"#FF0E00"
"15982"	"Gd-12816"	"Tell Qaramel"	36.3778	37.275	11380	"Mazurowski et al. 2009"	"#FF0E00"
"16865"	"OxA-12332"	"Hallan Cemi"	38.23	41.25	11380	"Higham 2007"	"#FF0E00"
"9874"	"ISGS-A0246"	"Dhra"	31.26	35.58	11370	"Kuijt and Finlayson 2001, 14"	"#FF0E00"
"15985"	"Gd-12820"	"Tell Qaramel"	36.3778	37.275	11370	"Mazurowski et al. 2009"	"#FF0E00"
"16007"	"GdA-466"	"Tell Qaramel"	36.3778	37.275	11360	"Mazurowski et al. 2009"	"#FF0E00"
"8810"	"Pta-4595"	"Gesher"	32.65	35.51	11350	"--"	"#FF0E00"
"17027"	"ETH-39510"	"Körtik Tepe"	37.8144	40.9838	11350	"Benz 2012"	"#FF0E00"
"12823"	"OxA-10051"	"Abric Agut"	41.5333	1.7	11340	"Kiel DB 4094"	"#FF0E00"
"16003"	"Gd-30007"	"Tell Qaramel"	36.3778	37.275	11340	"Mazurowski et al. 2009"	"#FF0E00"
"10028"	"Beta-192523"	"Wadi Faynan 16"	30.62	35.5	11330	"Mithen, Finlayson 2007:461"	"#FF0E00"
"15494"	"Ly-2599"	"Jerf el Ahmar"	36.38	38.2	11330	"Marion"	"#FF0E00"
"3883"	"Q-651"	"Thatcham"	51.3975	-1.2783	11310	"Cambridge VI, 123"	"#FF0E00"
"5498"	"KN-4254"	"Kartstein"	50.6667	6.7833	11310	""	"#FF0E00"
"10023"	"Beta-120211"	"Wadi Faynan 16"	30.62	35.5	11310	"Pirie 2002, 5"	"#FF0E00"
"15270"	"OxA-433"	"Abu Hureyra"	35.87	38.4	11310	"Gowlett and Hedges 1987, Goring-Morris 1991"	"#FF0E00"
"15507"	"Mc-611"	"Mureybet"	36.07	38.1	11310	"--"	"#FF0E00"
"9035"	"RT-502A"	"Netiv Hagdud"	31.98	35.38	11300	"Bar-Yosef 1991"	"#FF0E00"
"10036"	"Beta-19520"	"Wadi Faynan 16"	30.62	35.5	11300	"Mithen, Finlayson 2007:461"	"#FF0E00"
"15478"	"Ly-10648"	"Jerf el Ahmar"	36.38	38.2	11300	"--"	"#FF0E00"
"15974"	"Gd-12649"	"Tell Qaramel"	36.3778	37.275	11300	"Mazurowski et al. 2009"	"#FF0F00"
"7856"	"OxA-3747"	"M'lefaat"	36.3	43.53	11290	"Kozłowski 1994a, 263"	"#FF0F00"
"7892"	"Gd-4371"	"Nemrik 9"	36.72	42.88	11280	"Kozłowski 1994a, 261"	"#FF0F00"
"10027"	"Beta-192522"	"Wadi Faynan 16"	30.62	35.5	11280	"Mithen, Finlayson 2007:461"	"#FF0F00"
"12833"	"UBAR-257"	"Abric del Filador"	41.28	0.75	11280	"Kiel DB 4104"	"#FF0F00"
"16013"	"GdS-362"	"Tell Qaramel"	36.3778	37.275	11280	"Mazurowski et al. 2009"	"#FF0F00"
"8825"	"Pta-4583"	"Gilgal"	32	35.43	11270	"--"	"#FF0F00"
"10033"	"Beta-192529"	"Wadi Faynan 16"	30.62	35.5	11270	"Mithen, Finlayson 2007:461"	"#FF0F00"
"15497"	"Ly-2602"	"Jerf el Ahmar"	36.38	38.2	11270	"Marion"	"#FF0F00"
"16558"	"GrN-5953"	"Cayönü"	38.21	39.72	11270	"Çambel 1981, 534"	"#FF0F00"
"17017"	"Beta-178242"	"Körtik Tepe"	37.8144	40.9838	11270	"Arbuckle 2006"	"#FF0F00"
"1662"	"AA-79922"	"Akrotiri-Aetokremnos"	34.5733	33	11260	"Vigne 2011"	"#FF0F00"
"8813"	"RT-868A"	"Gesher"	32.65	35.51	11260	"--"	"#FF0F00"
"9875"	"ISGS-A0248"	"Dhra"	31.26	35.58	11260	"Kuijt and Finlayson 2001, 14"	"#FF0F00"
"15499"	"Ly-2809"	"Jerf el Ahmar"	36.38	38.2	11250	"Marion"	"#FF0F00"
"16846"	"Beta-55050"	"Hallan Cemi"	38.23	41.25	11250	"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a"	"#FF0F00"
"6399"	"K-4580"	"Stellmoor"	53.6	10.2166	11240	"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125, Brandlund"	"#FF0F00"
"15487"	"Ly-2333"	"Jerf el Ahmar"	36.38	38.2	11240	"Marion"	"#FF0F00"
"15476"	"Beta-71870"	"Jerf el Ahmar"	36.39	38.2	11230	"Mottram 1997"	"#FF0F00"
"15483"	"Ly-10653"	"Jerf el Ahmar"	36.38	38.2	11230	"Marion"	"#FF0F00"
"17031"	"KIA-44863"	"Körtik Tepe"	37.8144	40.9838	11230	"Benz 2012"	"#FF0F00"
"22"	"Ly-3893"	"Margineda"	42.46	1.49	11220	"van Willigen 2006"	"#FF0F00"
"3066"	"Pta-4580"	"Abu Madi I"	28.55	33.99	11220	"Goring-Morris 1991, 212"	"#FF0F00"
"7893"	"Gd-4372"	"Nemrik 9"	36.72	42.88	11220	"Kozłowski 1994a, 261"	"#FF1000"
"7921"	"Gd-6127"	"Nemrik 9"	36.72	42.88	11220	"Kozłowski 1994a, 261"	"#FF1000"
"7160"	"DEM-142"	"Theopetra Cave"	39.68	21.67	11210	"Gehlen 2010"	"#FF1000"
"7920"	"Gd-6121"	"Nemrik 9"	36.72	42.88	11200	"Kozłowski 1994a, 261"	"#FF1000"
"7928"	"Gd-6152"	"Nemrik 9"	36.72	42.88	11200	"Kozłowski 1994a, 262"	"#FF1000"
"15498"	"Ly-275"	"Jerf el Ahmar"	36.38	38.2	11200	"--"	"#FF1000"
"16844"	"Beta-47253"	"Hallan Cemi"	38.23	41.25	11190	"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a"	"#FF1000"
"3887"	"Q-677"	"Thatcham"	51.3975	-1.2783	11180	"Cambridge VI, 123"	"#FF1000"
"8814"	"RT-868B"	"Gesher"	32.65	35.51	11180	"--"	"#FF1000"
"8619"	"OxA-569"	"nd"	53.2822	-6.3669	11170	"O0927"	"#FF1000"
"9041"	"RT-762F"	"Netiv Hagdud"	31.98	35.38	11170	"Bar-Yosef 1991"	"#FF1000"
"3061"	"Pta-4551"	"Abu Madi I"	28.55	33.99	11160	"Goring-Morris 1991, 212"	"#FF1000"
"3064"	"Pta-4572"	"Abu Madi I"	28.55	33.99	11160	"Goring-Morris 1991, 212"	"#FF1000"
"12435"	"OxA-16004"	"Lepenski Vir"	44.5645	21.9982	11150	"Borić  2011"	"#FF1000"
"7870"	"Gd-2963"	"Nemrik 9"	36.72	42.88	11140	"Kozłowski 1994a, 261"	"#FF1000"
"9033"	"Pta-4557"	"Netiv Hagdud"	31.98	35.38	11140	"Bar-Yosef 1991"	"#FF1000"
"15475"	"Beta-71866"	"Jerf el Ahmar"	36.39	38.2	11140	"Mottram 1997"	"#FF1000"
"8952"	"P-378"	"Jericho"	31.86	35.46	11120	"Stuckenrath 1963, 84"	"#FF1100"
"16012"	"GdS-361"	"Tell Qaramel"	36.3778	37.275	11110	"Mazurowski et al. 2009"	"#FF1100"
"4166"	"Gif-8704"	"Belloy-sur-Somme"	49.9647	2.1272	11100	"Fagnart,J.P. and Coudret,P.,Le Tardiglaciaire dans le nord de la France.In: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p111-128"	"#FF1100"
"7869"	"Gd-2937"	"Nemrik 9"	36.72	42.88	11080	"Kozłowski 1994a, 262"	"#FF1100"
"3087"	"BM-440b"	"Anston Stones Cave"	53.3446	-1.2053	11070	"British Musem VII, 167"	"#FF1100"
"9031"	"Pta-4555"	"Netiv Hagdud"	31.98	35.38	11070	"Bar-Yosef 1991"	"#FF1100"
"9484"	"R-290"	"Grotta della Madonna"	39.8953	15.7863	11070	"Rome Datelist V"	"#FF1100"
"15520"	"Mc-735"	"Mureybet"	36.07	38.1	11070	"--"	"#FF1100"
"576"	"GrN-18945"	"nd"	50.5875	3.6861	11060	"Lijst GrN"	"#FF1100"
"15502"	"Lv-604"	"Mureybet"	36.07	38.1	11060	"--"	"#FF1100"
"3770"	"CAR-1020"	"Starr Carr"	54.2133	-0.4234	11050	"CBA Radiocarbon Index"	"#FF1100"
"7897"	"Gd-4474"	"Nemrik 9"	36.72	42.88	11050	"Kozłowski 1994a, 261"	"#FF1100"
"15493"	"Ly-2598"	"Jerf el Ahmar"	36.38	38.2	11050	"Marion"	"#FF1100"
"3790"	"OxA-3348"	"Starr Carr"	54.2133	-0.4234	11040	"CBA Radiocarbon Index"	"#FF1100"
"4168"	"OxA-462"	"Belloy-sur-Somme"	49.9647	2.1272	11040	"Fagnart,J.P. and Coudret,P.,Le Tardiglaciaire dans le nord de la France.In: European late pleistocene, isotope stages 2 and 3: humans, their ecology & cultural adaptations,p111-128"	"#FF1100"
"7858"	"OxA-3749"	"M'lefaat"	36.3	43.53	11040	"Kozłowski 1994a, 263"	"#FF1100"
"7927"	"Gd-6148"	"Nemrik 9"	36.72	42.88	11040	"Kozłowski 1994a, 262"	"#FF1100"
"8826"	"Pta-4585"	"Gilgal"	32	35.43	11040	"--"	"#FF1100"
"10018"	"Beta-120205"	"Wadi Faynan 16"	30.62	35.5	11040	"Pirie 2002, 5"	"#FF1100"
"16010"	"GdS-359"	"Tell Qaramel"	36.3778	37.275	11040	"Mazurowski et al. 2009"	"#FF1100"
"7951"	"OxA-3755"	"Qermez Dere"	36.37	42.45	11030	"--"	"#FF1100"
"9034"	"Pta-4590"	"Netiv Hagdud"	31.98	35.38	11030	"Bar-Yosef 1991"	"#FF1100"
"3789"	"OxA-3347"	"Starr Carr"	54.2133	-0.4234	11020	"CBA Radiocarbon Index"	"#FF1200"
"9030"	"OxA-744"	"Netiv Hagdud"	31.98	35.38	11020	"Bar-Yosef 1991"	"#FF1200"
"15482"	"Ly-10652"	"Jerf el Ahmar"	36.38	38.2	11020	"Marion"	"#FF1200"
"3777"	"CAR-1047"	"Starr Carr"	54.2133	-0.4234	11010	"CBA Radiocarbon Index"	"#FF1200"
"6404"	"OxA-2875"	"Stellmoor"	53.6	10.2166	11010	"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125, Brandlund"	"#FF1200"
"8076"	"UCLA-295"	"Chagha Sefid"	32.62	47.26	11010	"Hole 1977, 25"	"#FF1200"
"15247"	"OxA-1228"	"Abu Hureyra"	35.86	38.4	11010	"Brami 2011"	"#FF1200"
"15500"	"Ly-7489"	"Jerf el Ahmar"	36.38	38.2	11010	"--"	"#FF1200"
"16004"	"Gd-30017"	"Tell Qaramel"	36.3778	37.275	11010	"Mazurowski et al. 2009"	"#FF1200"
"3776"	"CAR-1026"	"Starr Carr"	54.2133	-0.4234	11000	"CBA Radiocarbon Index"	"#FF1200"
"7859"	"OxA-3810"	"M'lefaat"	36.3	43.53	11000	"Kozłowski 1994a, 263"	"#FF1200"
"9032"	"Pta-4556"	"Netiv Hagdud"	31.98	35.38	11000	"Bar-Yosef 1991"	"#FF1200"
"9037"	"RT-762A"	"Netiv Hagdud"	31.98	35.38	11000	"Bar-Yosef 1991"	"#FF1200"
"10041"	"Beta-253739"	"Wadi Faynan 16"	30.62	35.5	11000	"Mithen 2011"	"#FF1200"
"15512"	"Mc-616"	"Mureybet"	36.07	38.1	11000	"--"	"#FF1200"
"17190"	"Hd-14364/13887"	"Öküzini"	37.06	30.56	11000	"Albrecht et al. 1992, 131"	"#FF1200"
"3782"	"CAR-928"	"Starr Carr"	54.2133	-0.4234	10990	"CBA Radiocarbon Index"	"#FF1200"
"3882"	"Q-650"	"Thatcham"	51.3975	-1.2783	10990	"Cambridge VI, 123"	"#FF1200"
"5270"	"Bln-3020"	"Friesack 4"	52.7398	12.5783	10990	"Gob 1990"	"#FF1200"
"8953"	"P-379"	"Jericho"	31.86	35.46	10990	"Stuckenrath 1963, 84"	"#FF1200"
"16009"	"GdS-358"	"Tell Qaramel"	36.3778	37.275	10990	"Mazurowski et al. 2009"	"#FF1200"
"3783"	"CAR-930"	"Starr Carr"	54.2133	-0.4234	10980	"CBA Radiocarbon Index"	"#FF1200"
"3791"	"OxA-3349"	"Starr Carr"	54.2133	-0.4234	10980	"CBA Radiocarbon Index"	"#FF1200"
"5269"	"Bln-3019"	"Friesack 4"	52.7398	12.5783	10980	"Gob 1990"	"#FF1200"
"7953"	"OxA-3757"	"Qermez Dere"	36.37	42.45	10980	"--"	"#FF1200"
"12824"	"OxA-10064"	"Abric Agut"	41.5333	1.7	10980	"Kiel DB 4095"	"#FF1300"
"3793"	"OxA-3351"	"Starr Carr"	54.2133	-0.4234	10970	"CBA Radiocarbon Index"	"#FF1300"
"4263"	"Ly-4224"	"Dufaure"	43.64	-1.31	10970	"Les derniers chaseurs de renne du monde pyrénéen, 1995."	"#FF1300"
"4599"	"Gif-3740"	"Pont d'Ambon"	45.3167	0.6	10970	"Paquereau M. M., 1977. Colloques internationaux du CNRS, n°271 :151-157"	"#FF1300"
"5266"	"Bln-2756"	"Friesack 4"	52.7398	12.5783	10970	"Gob 1990"	"#FF1300"
"8843"	"OxA-2571"	"Hayonim Terrace"	32.92	35.22	10970	"Housley 1994"	"#FF1300"
"15334"	"Gif-2372"	"Aswad"	33.41	36.53	10970	"Contenson 1973, 253"	"#FF1300"
"15485"	"Ly-1579"	"Jerf el Ahmar"	36.38	38.2	10970	"--"	"#FF1300"
"4832"	"KN-4001"	"Bedburg-Koningshoven"	51	6.5833	10960	""	"#FF1300"
"7855"	"Gd-6356"	"M'lefaat"	36.3	43.53	10960	"Kozłowski 1994a, 262"	"#FF1300"
"7894"	"Gd-4453"	"Nemrik 9"	36.72	42.88	10950	"Kozłowski 1994a, 261"	"#FF1300"
"10051"	"Wk-9447"	"Zahrat adh-Drah 2"	31.2554	35.5663	10950	"Edwards et al. 2002a"	"#FF1300"
"5055"	"Ki-3041"	"Duvensee"	53.6833	10.5333	10940	"Holst 2010"	"#FF1300"
"9962"	"AA-38140"	"Iraq ed-Dubb"	32.3908	35.7158	10940	"Kuijt 2002-2004:295"	"#FF1300"
"15509"	"Mc-613"	"Mureybet"	36.07	38.1	10940	"--"	"#FF1300"
"3787"	"OxA-3345"	"Starr Carr"	54.2133	-0.4234	10930	"CBA Radiocarbon Index"	"#FF1300"
"5268"	"Bln-3001"	"Friesack 4"	52.7398	12.5783	10930	"Gob 1990"	"#FF1300"
"7950"	"OxA-3754"	"Qermez Dere"	36.37	42.45	10930	"--"	"#FF1300"
"8951"	"P-377"	"Jericho"	31.86	35.46	10930	"Stuckenrath 1963, 84"	"#FF1300"
"9871"	"ISGS-3277"	"Dhra"	31.26	35.58	10930	"--"	"#FF1300"
"15496"	"Ly-2601"	"Jerf el Ahmar"	36.38	38.2	10930	"Marion"	"#FF1400"
"9038"	"RT-762B"	"Netiv Hagdud"	31.98	35.38	10920	"Bar-Yosef 1991"	"#FF1400"
"10037"	"Beta-208671"	"Wadi Faynan 16"	30.62	35.5	10920	"Mithen, Finlayson 2007:461"	"#FF1400"
"11399"	"GrN-11229"	"Magoito"	37.3	-7.5833	10920	"Bicho N.F. 1999. Eraul 90: 55."	"#FF1400"
"15486"	"Ly-2332"	"Jerf el Ahmar"	36.39	38.2	10920	"Marion"	"#FF1400"
"15523"	"Mc-861"	"Mureybet"	36.07	38.1	10920	"--"	"#FF1400"
"3788"	"OxA-3346"	"Starr Carr"	54.2133	-0.4234	10910	"CBA Radiocarbon Index"	"#FF1400"
"5267"	"Bln-2761"	"Friesack 4"	52.7398	12.5783	10910	"Gob 1990"	"#FF1400"
"8913"	"BM-1327"	"Jericho"	31.86	35.47	10910	"Burleigh 1981, Burleigh 1983, Schyle 1996"	"#FF1400"
"10050"	"Wk-9445"	"Zahrat adh-Drah 2"	31.2554	35.5663	10910	"Edwards et al. 2002a"	"#FF1400"
"15282"	"OxA-476"	"Abu Hureyra"	35.87	38.4	10910	"Moore et al. 1986, Gowlett and Hedges 1987, Goring-Morris 1991, Housley 1994"	"#FF1400"
"16014"	"GdS-363"	"Tell Qaramel"	36.3778	37.275	10910	"Mazurowski et al. 2009"	"#FF1400"
"16851"	"Beta-66852"	"Hallan Cemi"	38.23	41.25	10910	"Rosenberg et al. 1995, Thissen 2002a"	"#FF1400"
"5495"	"KN-4072"	"Kartstein"	50.6667	6.7833	10900	"Lanting J.N.,Van der Plicht J., I996,  Palaeohistoria 37/38: 7I-125. Bronk Ramsey C. et al. 2002. Archaeometry 44: 1-149."	"#FF1400"
"7863"	"Gd-2766"	"Nemrik 9"	36.72	42.88	10900	"Pazdur 1992, 116"	"#FF1400"
"15490"	"Ly-2336"	"Jerf el Ahmar"	36.38	38.2	10900	"Marion"	"#FF1400"
"1794"	"SacA-25307"	"Klimonas"	34.7156	33.1298	10890	"Vigne 2012"	"#FF1400"
"10053"	"Wk-9570"	"Zahrat adh-Drah 2"	31.2554	35.5663	10890	"Edwards et al. 2002a"	"#FF1400"
"3774"	"CAR-1024"	"Starr Carr"	54.2133	-0.4234	10880	"CBA Radiocarbon Index"	"#FF1500"
"5496"	"KN-4073"	"Kartstein"	50.6667	6.7833	10880	"Lanting J.N.,Van der Plicht J., I996,  Palaeohistoria 37/38: 7I-125. Bronk Ramsey C. et al. 2002. Archaeometry 44: 1-149."	"#FF1500"
"15510"	"Mc-614"	"Mureybet"	36.07	38.1	10880	"--"	"#FF1500"
"15511"	"Mc-615"	"Mureybet"	36.07	38.1	10880	"--"	"#FF1500"
"488"	"OxA-3533"	"Grotte Margaux"	50.2167	4.8833	10870	"Oxford Date List 19"	"#FF1500"
"1791"	"SacA-25303"	"Klimonas"	34.7156	33.1298	10870	"Vigne 2012"	"#FF1500"
"3613"	"Q-14"	"nd"	54.2143	-0.4249	10870	"CBA Radiocarbon Index"	"#FF1500"
"16011"	"GdS-360"	"Tell Qaramel"	36.3778	37.275	10870	"Mazurowski et al. 2009"	"#FF1500"
"16554"	"GrN-4458"	"Cayönü"	38.21	39.72	10870	"Vogel and Waterbolk 1967, 127"	"#FF1500"
"1789"	"SacA-25301"	"Klimonas"	34.7156	33.1298	10860	"Vigne 2012"	"#FF1500"
"1795"	"SacA-25308"	"Klimonas"	34.7156	33.1298	10860	"Vigne 2012"	"#FF1500"
"7919"	"Gd-6120"	"Nemrik 9"	36.72	42.88	10860	"Kozłowski 1994a, 261"	"#FF1500"
"15405"	"Ly-5820"	"Djade"	36.65	38.18	10860	"--"	"#FF1500"
"575"	"GrN-18944"	"nd"	50.5875	3.6861	10850	"Lijst GrN"	"#FF1500"
"3792"	"OxA-3350"	"Starr Carr"	54.2133	-0.4234	10850	"CBA Radiocarbon Index"	"#FF1500"
"4830"	"KN-3998"	"Bedburg-Koningshoven"	51	6.5833	10850	""	"#FF1500"
"8082"	"UCLA-310"	"Chagha Sefid"	32.62	47.26	10850	"Hole 1977, 25"	"#FF1500"
"15269"	"OxA-432"	"Abu Hureyra"	35.87	38.4	10850	"Moore et al. 1986, Gowlett and Hedges 1987, Goring-Morris 1991"	"#FF1500"
"659"	"KIK-1365 / NZA-11022"	"nd"	51.2553	4.1883	10840	"Van Strydonck e.a., 2002"	"#FF1500"
"9624"	"R-1146B"	"Riparo di Romagnano III"	46.0072	22.1064	10840	"Gehlen 2010"	"#FF1500"
"10046"	"OZE-605"	"Zahrat adh-Drah 2"	31.2554	35.5663	10840	"--"	"#FF1500"
"11400"	"ICEN-52"	"Magoito"	37.3	-7.5833	10840	"Bicho N.F. 1999. Eraul 90: 55."	"#FF1500"
"15508"	"Mc-612"	"Mureybet"	36.07	38.1	10840	"--"	"#FF1500"
"1685"	"Tx-5833A"	"Akrotiri-Aetokremnos"	34.5733	33	10830	"Simmons 1991, 863"	"#FF1500"
"7877"	"Gd-4193"	"Nemrik 9"	36.72	42.88	10830	"Pazdur 1992, 116"	"#FF1600"
"7923"	"Gd-6129"	"Nemrik 9"	36.72	42.88	10830	"Kozłowski 1994a, 261"	"#FF1600"
"15531"	"P-1224"	"Mureybet"	36.07	38.1	10830	"--"	"#FF1600"
"1793"	"SacA-25305"	"Klimonas"	34.7156	33.1298	10820	"Vigne 2012"	"#FF1600"
"3766"	"C-353"	"Starr Carr"	54.2143	-0.4249	10820	"CBA Radiocarbon Index"	"#FF1600"
"3775"	"CAR-1025"	"Starr Carr"	54.2133	-0.4234	10820	"CBA Radiocarbon Index"	"#FF1600"
"15401"	"Ly-11329"	"Djade"	36.65	38.18	10820	"--"	"#FF1600"
"16850"	"Beta-66850"	"Hallan Cemi"	38.23	41.25	10820	"Rosenberg et al. 1995, Thissen 2002a"	"#FF1600"
"17180"	"ETH-8029"	"Öküzini"	37.06	30.56	10820	"Albrecht et al. 1992, 131"	"#FF1600"
"1697"	"Hd-27180"	"Ayia Varvara Asprokremnos"	35.07	33.48	10810	"Manning 2010"	"#FF1600"
"6408"	"W-262"	"Stellmoor"	53.6	10.2166	10810	"Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125, Brandlund"	"#FF1600"
"6869"	"P-1665"	"Franchthi Cave"	37.4333	23.1333	10810	"Jacobsen and Ferrand 1987, 26"	"#FF1600"
"8206"	"L-182"	"Hotu"	36.78	53.4	10810	"Science 124, 1956"	"#FF1600"
"3884"	"Q-652"	"Thatcham"	51.3975	-1.2783	10800	"Cambridge VI, 123"	"#FF1600"
"7861"	"Gd-2713"	"Nemrik 9"	36.72	42.88	10800	"Pazdur 1992, 116"	"#FF1600"
"7874"	"Gd-2972"	"Nemrik 9"	36.72	42.88	10800	"Kozłowski 1994a, 262"	"#FF1600"
"1689"	"Tx-5976B"	"Akrotiri-Aetokremnos"	34.5733	33	10790	"Simmons 1991, 863"	"#FF1600"
"5265"	"Bln-2751"	"Friesack 4"	52.7398	12.5783	10790	"Gob 1990"	"#FF1600"
"7185"	"DEM-588"	"Theopetra Cave"	39.68	21.67	10790	"Facorellis et al. 2001, 1029-1048"	"#FF1600"
"7864"	"Gd-2773"	"Nemrik 9"	36.72	42.88	10790	"Pazdur 1992, 116"	"#FF1600"
"10048"	"OZE-607"	"Zahrat adh-Drah 2"	31.2554	35.5663	10790	"--"	"#FF1600"
"2313"	"C-435"	"Seeland, Aamosen"	55.433	11.3	10780	"Chicago datelist 2, p.292 (Science, 114 (1951): 291-6); general mean of four dates (C-433[a,b], C-434 & C-435) = 9479 +/-280 bp.  Libby, W.F. 1955, p.87 (Radiocarbon Dating (2nd Edition); Chicago: Phoenix Books/University of Chicago Press)."	"#FF1600"
"7887"	"Gd-4213"	"Nemrik 9"	36.72	42.88	10780	"Pazdur 1992, 116"	"#FF1700"
"16722"	"Hd-20025"	"Göbekli Tepe"	37.22	38.92	10780	"Kromer and Schmidt 1998, 8"	"#FF1700"
"12834"	"UBAR-284"	"Abric del Filador"	41.28	0.75	10770	"Kiel DB 4105"	"#FF1700"
"15479"	"Ly-10649"	"Jerf el Ahmar"	36.38	38.2	10770	"--"	"#FF1700"
"5058"	"Ki-3044"	"Duvensee"	53.6833	10.5333	10760	"Holst 2010"	"#FF1700"
"5059"	"KIA-1885.03"	"Duvensee"	53.6833	10.5333	10760	"Holst 2010"	"#FF1700"
