ID	LABNR	C14AGE	C14STD	C13	MATERIAL	SPECIES	COUNTRY	SITE	PERIOD	CULTURE	Phase	LOCUS	LATITUDE	LONGITUDE	METHOD	CALAGE	CALSTD	REFERENCE	NOTICE
157	Bln-1539	3095	60	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	Balkenlage unter Wallresten (1974)	48,198	15,763	14C	3290	70	Stadler 1995	
158	Bln-1540	3360	60	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	pit 107 (1974)	48,198	15,763	14C	3600	80	Stadler 1995	
159	Bln-1618	3315	60	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	pit 107 (1974)	48,198	15,763	14C	3550	70	Stadler 1995	
160	Bln-2481	3435	61	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	sondage R24/197	48,198	15,763	14C	3710	90	Stadler 1995	
161	Bln-2482	3275	51	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	nd	48,198	15,763	14C	3500	60	Stadler 1995	
162	Bln-2620	3340	150	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	quadrant 017/1979	48,198	15,763	14C	3600	180	Stadler 1995	
163	Bln-2888	3370	60	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	quadrant N23/1979	48,198	15,763	14C	3610	80	Stadler 1995	
164	VRI-493	3060	30	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	Balkenlage unter Wall	48,198	15,763	14C	3270	50	Stadler 1995	
165	VRI-494	2860	91	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	Balkenlage unter Wall	48,198	15,763	14C	3000	120	Stadler 1995	
166	VRI-495	2640	80	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	Balenlage nter Wall	48,198	15,763	14C	2720	120	Stadler 1995	
167	VRI-496	2900	90	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	Speichergube 107	48,198	15,763	14C	3050	120	Stadler 1995	
168	VRI-497	2940	90	0	charcoal	nd	Austria	Böheimkirchen	Bronze Age	Vetefov	nd	Speichergube 107	48,198	15,763	14C	3100	130	Stadler 1995	
169	ETH-11122	6520	55	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7420	60		
170	ETH-11123	6260	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7150	100		
171	ETH-11124	6470	55	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7380	50		
172	ETH-11125	6235	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7130	100		
173	ETH-11126	6150	75	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7040	100		
174	ETH-11127	6520	50	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7420	50		
175	ETH-11128	6360	60	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7300	70		
176	ETH-11129	6265	75	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7160	100		
177	ETH-11130	6365	55	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7310	70		
178	ETH-11131	6485	80	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7390	70		
179	ETH-11132	6320	65	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7250	80		
180	ETH-11133	6395	75	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7330	70		
181	ETH-11134	6325	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7260	80		
182	ETH-11137	6285	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7190	90		
183	ETH-11138	6390	65	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7330	70		
184	ETH-11139	6470	75	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7380	70		
185	ETH-11140	6265	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7160	100		
186	ETH-11141	6660	75	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7530	60		
187	ETH-11143	6505	75	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Altheim	nd	settlement	48,1092	16,292	14C	7410	70		
188	ETH-11145	6480	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7390	70		
189	ETH-11146	6315	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7250	80		
190	ETH-11147	6365	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7300	80		
191	ETH-11148	6785	75	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7640	60		
192	ETH-11149	6335	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7270	80		
193	ETH-11150	6360	70	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7300	80		
194	ETH-13537	6565	85	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	settlement	48,1092	16,292	14C	7470	80		
195	ETH-13538	6605	85	0	charcoal	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	nd	settlement	48,1092	16,292	14C	7500	60		
196	ETH-14827	6460	70	0	bone	nd	Austria	Brunn am Gebirge	Neolithic	Linienbandkeramik	Earliest Linienbandkeramik	single grave	48,1092	16,292	14C	7370	60		
197	VERA-413	5344	33	0	bone	human	Austria	Ebelsberg	Neolithic	Mährish-bemalt	MOG II b	Burial 1	48,2455	14,328	14C	6120	70	Stadler 2006	Stadler 2005/2006
198	Bln-1984	5795	55	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	6590	70		
199	Bln-1986	5660	60	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	6440	70		
200	Bln-2002	5735	60	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	6540	80		
201	Bln-235	5540	50	0	charcoal	nd	Austria	Falkenstein	nd	nd	Lengyel b	nd	48,7	16,5667	14C	6340	50	Stadler 1995	
202	Bln-2598	5440	75	0	charcoal	nd	Austria	Falkenstein	nd	nd	Lengyel Ib	nd	48,7	16,5667	14C	6210	90	Stadler 1995	
203	KN-2597	5800	65	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	6600	80		
204	KN-2598	5540	75	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	6340	70		
205	KN-2787	5970	75	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	6810	90		
206	KN-2788	5980	70	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	6820	90		
207	VRI-577	5140	90	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	Ia/Ib	settlement	48,7	16,5667	14C	5880	120		
208	VRI-577A	5430	260	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	nd	settlement	48,7	16,5667	14C	6210	280		
209	VRI-577B	5250	110	0	charcoal	nd	Austria	Falkenstein	Neolithic	Lengyel	nd	settlement	48,7	16,5667	14C	6040	130		
210	GrN-11895	3690	40	0	bone	human	Austria	Feuersbrunn	Bronze Age	Aunjetitz	nd	grave	48,4398	15,7881	14C	4030	60	Stadler 1995	
211	VRI-207	5660	100	0	charcoal	nd	Austria	Frankenau	Neolithic	Linienbandkeramik	nd	settlement	47,4498	16,6082	14C	6470	120		
212	Bln-3201	3480	50	0	charcoal	nd	Austria	Franzhausen	Neolithic	Unterwölbling	nd	grave	48,3544	15,7175	14C	3750	70	Stadler 1995	
213	Bln-3204	3550	60	0	charcoal	nd	Austria	Franzhausen	Neolithic	Unterwölbling	nd	grave	48,3544	15,7175	14C	3830	90	Stadler 1995	
214	Bln-3337	3440	61	0	charcoal	nd	Austria	Franzhausen	Neolithic	Unterwölbling	nd	grave	48,3544	15,7175	14C	3710	90	Stadler 1995	
215	VERA-868	4510	40	-18,9	bone	nd	Austria	Franzhausen	Chalcolithic	Baden	Baden-Ossarn I	grave, 206	48,3544	15,7175	14C	5170	90	Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.	
216	KN-2455	6090	55	0	charcoal	nd	Austria	Frauenhofen	Neolithic	Stichbandkeramik	nd	nd	48,68	15,6	14C	6980	100	Breunig 1987, 150, 163	--
217	KN-2455	6091	55	0	charcoal	nd	Austria	Frauenhofen	Neolithic	Stbk. II/III	nd	pit 14, F Nr.49	48,68	15,6	14C	6980	100	Stadler 1995	
218	KN-2566	6290	65	0	charcoal	nd	Austria	Frauenhofen	Neolithic	Stichbandkeramik	nd	nd	48,68	15,6	14C	7200	80	Breunig 1987, 163	--
219	KN-2567	5860	185	0	charcoal	nd	Austria	Frauenhofen	Neolithic	Stichbandkeramik	nd	nd	48,68	15,6	14C	6700	220	Breunig 1987, 150, 163	--
220	VERA-1976	5888	31	0	bone	human	Austria	Friebritz	Neolithic	Mährish-bemalt	MOG Ia1	Burial 130	48,65	16,4166	14C	6710	40	Stadler 2006	Stadler 2005/2006
221	VERA-1977	5826	32	0	bone	human	Austria	Friebritz	Neolithic	Mährish-bemalt	MOG Ia3	Burial 134	48,65	16,4166	14C	6630	50	Stadler 2006	Stadler 2005/2006
222	VERA-1978	5847	30	0	bone	human	Austria	Friebritz	Neolithic	Mährish-bemalt	MOG Ia2	Burial 135	48,65	16,4166	14C	6670	40	Stadler 2006	Stadler 2005/2006
223	VERA-3224	5747	34	0	bone	animal	Austria	Friebritz	Neolithic	Lengyel	nd	Filling 1, Main Ditch of Kreisgrabenanlage	48,65	16,4166	14C	6550	60	Stadler 2005/2006	
224	VERA-3225	5791	25	0	bone	animal	Austria	Friebritz	Neolithic	Lengyel	nd	Filling 1, Main Ditch of Kreisgrabenanlage	48,65	16,4166	14C	6590	40	Stadler 2005/2006	
225	VERA-3226	5836	34	0	bone	animal	Austria	Friebritz	Neolithic	Lengyel	nd	Filling 1, Main Ditch of Kreisgrabenanlage	48,65	16,4166	14C	6640	60	Stadler 2005/2006	
226	VERA-409	5857	37	0	bone	human	Austria	Friebritz	Neolithic	Lengyel	nd	Burial, filling 13	48,65	16,4166	14C	6680	50	Stadler 2005/2006	
227	VERA-869	4530	50	-20,8	bone	bos	Austria	Girm, Göllnergasse/Hotterweg	Chalcolithic	Baden	Baden-Ossarn I	pit, 9	47,6001	16,6098	14C	5180	100	Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.	
228	VERA-875	4565	45	-20,8	bone	bos	Austria	Girm, Göllnergasse/Hotterweg	Chalcolithic	Baden	Baden-Ossarn I	pit, 12	47,6001	16,6098	14C	5210	110	Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.	
229	VERA-1949	5918	36	0	bone	animal	Austria	Glaubendorf	Neolithic	Lengyel	nd	Ditch 1	48,5087	15,9426	14C	6740	50	Stadler 2005/2006	
230	VERA-1950	5745	37	0	bone	animal	Austria	Glaubendorf	Neolithic	Lengyel	nd	Ditch 1	48,5087	15,9426	14C	6550	60	Stadler 2005/2006	
231	VERA-1951	5860	35	0	bone	animal	Austria	Glaubendorf	Neolithic	Lengyel	nd	Ditch 1	48,5087	15,9426	14C	6680	40	Stadler 2005/2006	
232	VERA-1952	5838	31	0	bone	animal	Austria	Glaubendorf	Neolithic	Lengyel	nd	Ditch 1	48,5087	15,9426	14C	6650	50	Stadler 2005/2006	
233	VERA-1953	5864	32	0	bone	animal	Austria	Glaubendorf	Neolithic	Lengyel	nd	Ditch 1	48,5087	15,9426	14C	6690	40	Stadler 2005/2006	
234	VERA-876	4770	55	-19,1	bone	bos	Austria	Grub an der March, Unterhaspel	Chalcolithic	Baden	Boleráz	pit, feature 21/NW half/Sig. 97	48,416	16,837	14C	5480	90	Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.	
235	VERA-877	4760	50	-21,7	bone	bos taurus	Austria	Grub an der March, Unterhaspel	Chalcolithic	Baden	Boleráz	pit, feature 28/Sig. 53	48,416	16,837	14C	5470	90	Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.	
236	VERA-878	4790	55	-21,9	bone	bos taurus	Austria	Grub an der March, Unterhaspel	Chalcolithic	Baden	Boleráz	pit, feature 50/NW half/Sig.94	48,416	16,837	14C	5510	60	Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.	
237	Bln-2227	5935	50	0	charcoal	nd	Austria	Guttenbrunn	Neolithic	Late Notenkopfkeramik	nd	nd	48,75	16,5833	14C	6770	70		
238	VERA-880	4510	45	0	bone	animal	Austria	Hadersdorf	Neolithic	Baden	Baden-Ossarn I	Obj. 46 pit	48,4558	15,7205	14C	5170	90	Stadler 2001	
239	VERA-881	4485	40	0	bone	Bos?	Austria	Hadersdorf	Neolithic	Baden	Baden-Ossarn I	Obj. 68	48,4558	15,7205	14C	5150	100	Stadler 2001	
240	VRI-438	4460	100	0	nd	nd	Austria	Hafnersee	Neolithic	Mondsee	nd	nd	46,5833	14,1333	14C	5100	160		
241	VERA-730	4210	50	-26,8	charcoal	fagus	Austria	Hatzenbach	Chalcolithic	Baden	Baden culture	house, V5	48,429	16,217	14C	4740	90	Stadler, P. et. al. (2000). Status of Austrian Science Fund Project P12253: Absolute Chronology for Early Civilization in Austria and Central Europe Using 14C Dating with Accelerator Mass Spectometry Wien.	
242	VERA-236	5738	32	0	bone	animal	Austria	Hollabrunn	Neolithic	Lengyel	nd	Pit 25	48,5632	16,0771	14C	6540	60	Stadler 2005/2006	
243	VERA-237	5694	61	0	bone	animal	Austria	Hollabrunn	Neolithic	Lengyel	nd	Pit 25	48,5632	16,0771	14C	6490	80	Stadler 2005/2006	
244	VERA-238	5761	57	0	bone	animal	Austria	Hollabrunn	Neolithic	Mährish-bemalt	MOG Ib	Pit 27	48,5632	16,0771	14C	6560	70	Stadler 2006	Stadler 2005/2006
245	VERA-239	5692	33	0	bone	animal	Austria	Hollabrunn	Neolithic	Mährish-bemalt	MOG Ib	Pit 27	48,5632	16,0771	14C	6470	40	Stadler 2006	Stadler 2005/2006
246	VERA-3434	7767	32	0	bone	animal	Austria	Immendorf	Neolithic	Lengyel	nd	Sedimentation zone 2	48,6333	16,1	14C	8540	50	Stadler 2005/2006	
247	VERA-3435	5850	36	0	bone	animal	Austria	Immendorf	Neolithic	Lengyel	nd	Sedimentation zone 1	48,6333	16,1	14C	6670	50	Stadler 2005/2006	
248	VERA-3436	5817	41	0	bone	animal	Austria	Immendorf	Neolithic	Lengyel	nd	Sedimentation zone 1	48,6333	16,1	14C	6620	60	Stadler 2005/2006	
249	VERA-1955	5744	33	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ia	Befund 1	48,6102	15,6573	14C	6550	60	Stadler 2006	Stadler 2005/2006
250	VERA-1956	5740	31	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ia	Befund 18	48,6102	15,6573	14C	6550	60	Stadler 2006	Stadler 2005/2006
251	VERA-1958	5796	36	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ib	Befund 20	48,6102	15,6573	14C	6590	50	Stadler 2006	Stadler 2005/2006
252	VERA-1959	5818	31	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ib	Ditch I,Horizon a	48,6102	15,6573	14C	6620	50	Stadler 2006	Stadler 2005/2006
253	VERA-1960	5753	32	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ia	Ditch II, Horizon a	48,6102	15,6573	14C	6560	60	Stadler 2006	Stadler 2005/2006
254	VERA-1962	5719	34	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ib	Befund 82	48,6102	15,6573	14C	6510	60	Stadler 2006	Stadler 2005/2006
255	VERA-1963a	5740	28	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ia	Befund 83	48,6102	15,6573	14C	6550	50	Stadler 2006	Stadler 2005/2006
256	VERA-1963b	5769	36	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ia	Befund 83	48,6102	15,6573	14C	6570	50	Stadler 2006	Stadler 2005/2006
257	VERA-1964	5766	33	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ia	Ditch II, Horizon a	48,6102	15,6573	14C	6570	50	Stadler 2006	Stadler 2005/2006
258	VERA-1965	5713	39	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ib	Befund 79	48,6102	15,6573	14C	6510	60	Stadler 2006	Stadler 2005/2006
259	VERA-1966	5768	31	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ib	Ditch I,Horizon a	48,6102	15,6573	14C	6570	50	Stadler 2006	Stadler 2005/2006
260	VERA-1967	5772	33	0	bone	animal	Austria	Kamegg	Neolithic	Mährish-bemalt	MOG Ib	Ditch I,Horizon a	48,6102	15,6573	14C	6570	50	Stadler 2006	Stadler 2005/2006
261	VERA-1968	5743	32	0	bone	animal	Austria	Kamegg	Neolithic	Lengyel	nd	nd	48,6102	15,6573	14C	6550	60	Stadler 2005/2006	
262	VRI-896	5700	90	0	charcoal	nd	Austria	Kamegg	Neolithic	Lengyel Ia	nd	innerer Kreisgraben II, unterster Bereich	48,6102	15,6573	14C	6500	110	Stadler 1995	
263	VERA-1954	5844	34	0	bone	animal	Austria	Kamegg 	Neolithic	Mährish-bemalt	MOG Ia	Befund 48	48,6102	15,6573	14C	6660	50	Stadler 2006	Stadler 2005/2006
264	VERA-1957	5792	31	0	bone	animal	Austria	Kamegg 	Neolithic	Mährish-bemalt	MOG Ia	Befund 25	48,6102	15,6573	14C	6590	50	Stadler 2006	Stadler 2005/2006
265	VERA-1961	5790	31	0	bone	animal	Austria	Kamegg 	Neolithic	Mährish-bemalt	MOG Ia	Befund 65	48,6102	15,6573	14C	6590	50	Stadler 2006	Stadler 2005/2006
266	VRI-1549	5290	60	0	wood	nd	Austria	Keutschacher See	Neolithic	Epilengyel	nd	Pfahl v. Pfahlbau	46,5856	14,1603	14C	6080	90	Stadler 1995	
267	VRI-1550	5230	60	0	wood	nd	Austria	Keutschacher See	Neolithic	Epilengyel	nd	Pfahl v. Pfahlbau	46,5856	14,1603	14C	6030	100	Stadler 1995	
268	VRI-400	5120	150	0	wood	nd	Austria	Keutschacher See	Neolithic	Epi-Lengyel	nd	settlement	46,5856	14,1603	14C	5890	180		
269	VRI-439	4900	100	0	wood	nd	Austria	Keutschacher See	Neolithic	Epi-Lengyel	nd	settlement	46,5856	14,1603	14C	5650	120		
270	H-1327/1046	4682	80	0	charcoal	nd	Austria	Kicking	Neolithic	Cham	nd	nd	48,2818	15,4636	14C	5430	100		
271	OxA-3881	3435	60	-20,7	bone	pig	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 923	47,3333	13,1833	14C	3710	90	Stadler 1995	
272	OxA-3882	3420	65	-20,9	bone	pig	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 925	47,3333	13,1833	14C	3690	100	Stadler 1995	
273	OxA-3883	3370	75	-28,1	seeds	Pisum	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 925	47,3333	13,1833	14C	3610	100	Stadler 1995	
274	OxA-3897	3270	80	-20,2	bone	sheep	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 493	47,3333	13,1833	14C	3500	90	Stadler 1995	
275	OxA-3898	3190	75	-25,4	seeds	Hordeum vulgare	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 493	47,3333	13,1833	14C	3410	90	Stadler 1995	
276	OxA-3899	3275	75	-25,1	seeds	Hordeum vulgare	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 758	47,3333	13,1833	14C	3510	80	Stadler 1995	
277	OxA-3900	3400	75	-20,6	bone	sheep	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 1235	47,3333	13,1833	14C	3660	110	Stadler 1995	
278	OxA-3901	3160	70	-24,1	seeds	Hordeum vulgare	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 1168	47,3333	13,1833	14C	3360	90	Stadler 1995	
279	OxA-3902	3270	75	-20,4	bone	pig	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 813	47,3333	13,1833	14C	3500	80	Stadler 1995	
280	OxA-3903	3340	85	-20,9	bone	pig	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 358	47,3333	13,1833	14C	3580	100	Stadler 1995	
281	OxA-3905	3390	80	-23,8	seeds	Pisum	Austria	Klinglberg	Bronze Age	early Bronze Age	nd	context 460	47,3333	13,1833	14C	3650	110	Stadler 1995	
282	VRI-443	3560	120	0	charcoal	nd	Austria	Klufthöhle bei Villach	Bronze Age	nd	nd	Belag im Keramikgefäß	0	0	14C	3870	160	Stadler 1995	
283	H-1328/1008	5700	100	0	nd	nd	Austria	Langenzersdorf	Neolithic	Lengyel	nd	nd	48,3044	16,359	14C	6500	110		
284	H-612/618	5962	120	0	nd	nd	Austria	Langenzersdorf	Neolithic	Lengyel	nd	nd	48,3044	16,359	14C	6810	150		
285	H-613/841	6032	130	0	nd	nd	Austria	Langenzersdorf	Neolithic	Lengyel	nd	nd	48,3044	16,359	14C	6910	170		
286	KN-116b	5950	130	0	charcoal	nd	Austria	Langenzersdorf	Neolithic	Lengyel 	nd	pit	48,3044	16,359	14C	6790	160	Stadler 1995	
287	Bln-2069	4540	45	0	charcoal	nd	Austria	Lichtenwörth	Neolithic	Baden	Baden-Ossarn II	nd	47,8333	16,2833	14C	5180	100		
288	Bln-2070	4530	70	0	charcoal	nd	Austria	Lichtenwörth	Neolithic	Baden	Baden-Ossarn II	nd	47,8333	16,2833	14C	5170	110		
289	Bln-2071	4410	60	0	nd	nd	Austria	Lichtenwörth	Neolithic	Baden	Baden-Ossarn II	nd	47,8333	16,2833	14C	5050	140	Stadler 2001	
290	VERA-153	5600	40	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 27	48,5872	16,4944	14C	6370	50	Stadler 2006	Stadler 2005/2006
291	VERA-154	5630	45	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 31	48,5872	16,4944	14C	6400	60	Stadler 2006	Stadler 2005/2006
292	VERA-155	5820	50	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 43	48,5872	16,4944	14C	6620	70	Stadler 2005/2006	
293	VERA-156	5770	35	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 43	48,5872	16,4944	14C	6570	50	Stadler 2005/2006	
294	VERA-157	5680	45	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 43	48,5872	16,4944	14C	6470	60	Stadler 2005/2006	
295	VERA-158	5760	45	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 43	48,5872	16,4944	14C	6560	60	Stadler 2005/2006	
296	VERA-159	5720	40	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 50	48,5872	16,4944	14C	6520	60	Stadler 2005/2006	
297	VERA-160	5541	41	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 50	48,5872	16,4944	14C	6340	40	Stadler 2005/2006	
298	VERA-161	5767	38	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 50	48,5872	16,4944	14C	6570	60	Stadler 2005/2006	
299	VERA-162	5706	33	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 50	48,5872	16,4944	14C	6490	50	Stadler 2005/2006	
300	VERA-163	5729	47	0	bone	animal	Austria	Michelstetten	Neolithic	Lengyel	nd	Ditch 50	48,5872	16,4944	14C	6530	70	Stadler 2005/2006	
301	VERA-164	5594	32	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 151	48,5872	16,4944	14C	6360	40	Stadler 2006	Stadler 2005/2006
302	VERA-165	5611	33	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 151	48,5872	16,4944	14C	6380	50	Stadler 2006	Stadler 2005/2006
303	VERA-167	5625	45	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 946	48,5872	16,4944	14C	6400	60	Stadler 2006	Stadler 2005/2006
304	VERA-168	5620	50	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 946	48,5872	16,4944	14C	6390	60	Stadler 2006	Stadler 2005/2006
305	VERA-169	5740	60	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 946	48,5872	16,4944	14C	6540	80	Stadler 2006	Stadler 2005/2006
306	VERA-170	5555	50	0	bone	animal	Austria	Michelstetten	Neolithic	Mährish-bemalt	MOG II a	Befund 946	48,5872	16,4944	14C	6350	40	Stadler 2006	Stadler 2005/2006
